age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
23,student,single,secondary,no,107,no,no,cellular,13,256,5,181,2,success,yes
58,management,divorced,tertiary,no,577,no,no,unknown,15,1244,3,-1,0,unknown,no
59,admin.,single,secondary,no,4744,no,no,cellular,4,879,1,-1,0,unknown,yes
34,unemployed,married,secondary,no,200,yes,no,unknown,26,155,6,-1,0,unknown,no
28,blue-collar,married,primary,no,0,no,no,unknown,14,17,24,-1,0,unknown,no
43,services,married,secondary,no,861,yes,no,unknown,9,78,1,-1,0,unknown,no
37,technician,married,tertiary,no,6968,no,no,cellular,1,175,1,-1,0,unknown,no
52,blue-collar,married,primary,no,4711,yes,no,cellular,28,228,2,-1,0,unknown,no
59,retired,married,secondary,no,2011,no,no,cellular,21,222,2,-1,0,unknown,no
25,technician,single,secondary,no,886,no,no,cellular,12,121,1,-1,0,unknown,no
31,management,single,secondary,no,783,yes,no,cellular,2,221,2,272,1,failure,no
36,technician,married,secondary,no,474,yes,no,unknown,27,59,1,-1,0,unknown,no
58,technician,married,secondary,no,8153,yes,no,unknown,21,134,5,-1,0,unknown,no
28,services,single,secondary,no,168,yes,no,cellular,7,128,1,-1,0,unknown,no
27,admin.,single,secondary,no,1408,no,no,cellular,27,242,2,-1,0,unknown,no
46,entrepreneur,married,secondary,no,294,yes,no,cellular,17,228,1,-1,0,unknown,no
57,admin.,divorced,primary,no,1,no,no,unknown,15,17,10,-1,0,unknown,no
39,services,married,secondary,no,1142,yes,no,unknown,6,276,1,-1,0,unknown,no
45,management,married,tertiary,no,80,no,yes,cellular,19,157,1,-1,0,unknown,no
35,technician,single,secondary,no,161,yes,yes,cellular,31,175,4,-1,0,unknown,no
31,technician,married,secondary,no,246,no,no,cellular,7,159,2,-1,0,unknown,no
55,management,married,secondary,no,5836,no,no,unknown,18,192,1,-1,0,unknown,no
48,management,married,primary,no,1910,yes,no,unknown,29,413,2,-1,0,unknown,no
34,blue-collar,married,primary,no,69,no,no,telephone,7,41,1,-1,0,unknown,no
34,technician,single,secondary,no,1313,no,no,cellular,19,237,4,-1,0,unknown,no
34,technician,single,secondary,no,161,no,no,cellular,21,406,1,-1,0,unknown,no
43,technician,married,tertiary,no,192,no,no,cellular,5,203,2,-1,0,unknown,no
40,admin.,divorced,secondary,no,-607,yes,no,cellular,8,328,2,353,2,failure,no
58,retired,married,tertiary,no,0,no,no,unknown,6,393,1,-1,0,unknown,no
51,unemployed,married,secondary,no,2254,no,no,cellular,12,83,3,-1,0,unknown,no
34,services,divorced,secondary,no,1826,yes,no,cellular,11,212,1,-1,0,unknown,no
29,technician,single,secondary,no,110,yes,no,cellular,13,1036,1,-1,0,unknown,yes
33,admin.,single,secondary,no,5,yes,no,cellular,15,934,2,368,2,failure,yes
37,admin.,single,secondary,no,1560,yes,no,unknown,11,203,2,-1,0,unknown,no
58,management,married,tertiary,no,172,no,no,cellular,19,145,7,-1,0,unknown,no
32,self-employed,married,primary,no,-6,no,no,unknown,23,881,2,-1,0,unknown,no
27,blue-collar,married,primary,no,-413,no,yes,unknown,27,422,6,-1,0,unknown,yes
30,technician,single,secondary,no,-522,yes,yes,cellular,5,670,2,286,6,failure,yes
31,technician,divorced,secondary,no,0,yes,no,telephone,18,194,2,-1,0,unknown,no
39,blue-collar,married,primary,no,20,yes,no,unknown,7,109,1,-1,0,unknown,no
20,admin.,single,secondary,no,66,yes,no,unknown,19,75,2,-1,0,unknown,no
38,management,single,tertiary,no,1373,no,no,cellular,22,119,4,-1,0,unknown,no
45,services,married,secondary,no,191,no,yes,unknown,6,136,2,-1,0,unknown,no
48,housemaid,married,secondary,no,513,no,yes,cellular,28,939,3,-1,0,unknown,yes
42,services,married,secondary,no,-262,no,no,unknown,28,114,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,99,yes,no,cellular,29,653,3,-1,0,unknown,no
47,admin.,married,unknown,no,989,no,no,unknown,19,116,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,730,yes,no,cellular,20,19,5,328,8,other,no
31,services,single,secondary,no,295,no,no,cellular,2,78,5,-1,0,unknown,no
55,entrepreneur,married,secondary,no,814,no,yes,cellular,28,69,12,-1,0,unknown,no
39,management,single,tertiary,no,3840,yes,no,cellular,11,315,2,-1,0,unknown,yes
47,admin.,divorced,secondary,no,0,no,no,cellular,3,335,1,-1,0,unknown,no
45,technician,single,secondary,no,1044,yes,no,unknown,3,239,8,-1,0,unknown,no
30,blue-collar,married,secondary,no,554,yes,no,cellular,29,100,1,-1,0,unknown,no
76,housemaid,divorced,primary,no,1411,no,no,telephone,15,170,3,-1,0,unknown,yes
32,blue-collar,single,secondary,no,-83,yes,no,unknown,9,116,3,-1,0,unknown,no
39,technician,single,secondary,no,2,yes,yes,telephone,31,14,29,-1,0,unknown,no
57,admin.,married,primary,no,1119,no,no,cellular,30,176,2,-1,0,unknown,no
60,management,married,tertiary,no,5990,yes,no,cellular,6,396,3,-1,0,unknown,yes
36,blue-collar,married,primary,no,95,yes,no,unknown,9,255,2,-1,0,unknown,no
35,management,married,tertiary,no,-640,yes,yes,unknown,5,78,6,-1,0,unknown,no
21,student,single,secondary,no,948,no,no,telephone,2,77,2,-1,0,unknown,no
43,technician,married,secondary,no,246,no,no,cellular,25,113,6,-1,0,unknown,no
37,blue-collar,married,secondary,no,1818,yes,no,unknown,20,193,11,-1,0,unknown,no
29,technician,single,tertiary,no,452,yes,no,cellular,11,59,1,-1,0,unknown,no
39,admin.,married,secondary,no,2783,yes,no,cellular,12,131,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,yes,cellular,19,53,2,-1,0,unknown,no
46,admin.,married,secondary,no,-363,yes,yes,unknown,28,236,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,39,yes,no,unknown,18,34,6,-1,0,unknown,no
33,unemployed,married,tertiary,no,123,no,no,cellular,19,207,3,-1,0,unknown,no
36,management,married,tertiary,no,-633,yes,no,cellular,17,106,1,-1,0,unknown,no
27,unemployed,single,secondary,no,92,yes,no,cellular,30,274,4,-1,0,unknown,no
35,blue-collar,single,secondary,no,2227,yes,no,cellular,7,219,1,-1,0,unknown,no
38,management,single,tertiary,no,104,yes,no,cellular,6,606,3,-1,0,unknown,yes
37,blue-collar,married,primary,no,53,yes,no,unknown,19,467,4,-1,0,unknown,no
29,admin.,single,secondary,no,103,no,no,cellular,9,502,5,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,18,420,2,-1,0,unknown,no
41,management,married,secondary,no,3018,yes,no,cellular,17,536,2,-1,0,unknown,no
33,self-employed,married,secondary,no,409,no,no,cellular,8,165,1,97,4,success,yes
23,services,married,secondary,no,83,yes,no,cellular,6,199,1,358,1,failure,no
51,admin.,single,tertiary,no,394,no,no,telephone,28,968,2,-1,0,unknown,yes
32,management,single,tertiary,no,1966,no,no,cellular,18,176,3,-1,0,unknown,no
28,services,divorced,secondary,no,89,no,no,unknown,6,174,2,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,21,474,1,-1,0,unknown,no
26,admin.,single,secondary,no,0,yes,no,cellular,8,339,1,66,3,other,no
35,housemaid,married,secondary,no,495,no,no,cellular,14,414,4,-1,0,unknown,no
34,technician,single,tertiary,no,370,no,no,cellular,11,116,2,-1,0,unknown,no
35,admin.,single,tertiary,no,153,yes,no,cellular,13,37,3,302,3,other,no
49,technician,divorced,secondary,no,-96,no,yes,cellular,12,252,3,-1,0,unknown,no
57,admin.,single,secondary,no,3551,yes,no,cellular,12,458,1,-1,0,unknown,yes
26,blue-collar,single,primary,no,52,yes,no,cellular,20,271,1,300,2,success,no
41,blue-collar,married,secondary,no,140,yes,no,cellular,3,96,1,125,2,failure,no
27,admin.,single,secondary,no,292,yes,no,cellular,12,53,9,362,8,other,no
32,services,married,secondary,no,2796,yes,no,unknown,3,143,8,-1,0,unknown,no
38,services,married,secondary,no,0,yes,no,telephone,28,121,2,-1,0,unknown,no
31,admin.,single,secondary,no,98,yes,no,unknown,5,196,2,-1,0,unknown,no
52,unemployed,married,secondary,no,-307,no,no,cellular,5,272,1,-1,0,unknown,no
42,blue-collar,single,primary,no,4930,no,no,unknown,18,973,1,-1,0,unknown,yes
30,admin.,married,secondary,yes,-938,yes,no,unknown,3,438,1,-1,0,unknown,no
45,blue-collar,married,primary,no,4170,yes,yes,unknown,20,114,3,-1,0,unknown,no
72,retired,married,tertiary,no,0,no,no,cellular,13,99,1,-1,0,unknown,yes
41,blue-collar,married,primary,no,241,yes,no,cellular,20,170,1,150,1,failure,no
30,services,married,secondary,no,80,yes,no,unknown,8,185,2,-1,0,unknown,no
32,services,married,secondary,no,426,yes,yes,cellular,7,383,1,339,1,other,no
41,blue-collar,married,unknown,no,2113,yes,no,telephone,9,20,5,-1,0,unknown,no
56,technician,single,secondary,no,751,yes,no,cellular,19,85,5,-1,0,unknown,no
59,retired,married,primary,no,0,no,no,cellular,12,66,2,-1,0,unknown,no
45,technician,married,secondary,no,1441,yes,no,cellular,18,93,1,113,2,other,no
36,technician,divorced,secondary,no,515,yes,yes,cellular,8,104,4,252,3,failure,no
47,technician,married,secondary,no,1387,yes,no,unknown,30,219,4,-1,0,unknown,no
47,self-employed,married,tertiary,no,1917,no,no,unknown,20,39,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,-302,yes,no,unknown,27,78,1,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,247,no,no,cellular,17,351,1,-1,0,unknown,no
24,technician,married,secondary,no,330,yes,yes,cellular,5,326,1,-1,0,unknown,no
34,services,single,secondary,no,34,yes,yes,unknown,29,333,3,-1,0,unknown,no
42,management,married,primary,no,-417,yes,no,cellular,5,81,3,273,3,failure,no
42,services,married,unknown,no,7482,no,no,cellular,21,126,2,-1,0,unknown,no
38,blue-collar,divorced,primary,no,0,no,no,unknown,12,49,2,-1,0,unknown,no
35,admin.,single,secondary,no,163,yes,no,unknown,12,483,1,-1,0,unknown,no
43,services,single,secondary,no,37,yes,no,cellular,7,329,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,221,2,-1,0,unknown,yes
29,admin.,single,secondary,no,1028,yes,no,unknown,14,343,1,-1,0,unknown,no
45,management,married,tertiary,no,786,no,no,cellular,10,84,3,-1,0,unknown,yes
49,services,married,secondary,no,199,yes,no,cellular,31,28,25,-1,0,unknown,no
27,management,single,secondary,no,145,yes,no,cellular,5,121,4,89,3,failure,no
36,admin.,single,secondary,no,9,yes,no,cellular,7,473,2,-1,0,unknown,no
57,admin.,divorced,primary,no,207,yes,no,cellular,16,284,1,317,4,failure,no
44,management,married,tertiary,no,-1636,yes,yes,cellular,11,257,1,-1,0,unknown,no
58,management,divorced,tertiary,no,1573,yes,yes,cellular,17,279,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,283,yes,no,cellular,13,151,2,-1,0,unknown,no
41,admin.,married,secondary,no,705,yes,no,unknown,13,205,1,-1,0,unknown,no
33,technician,single,secondary,no,827,yes,no,cellular,12,58,4,-1,0,unknown,no
30,management,married,tertiary,no,4022,no,no,cellular,14,214,2,-1,0,unknown,no
73,retired,married,tertiary,no,2575,no,no,cellular,17,152,1,-1,0,unknown,no
49,services,married,secondary,no,486,yes,yes,unknown,30,43,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,521,yes,no,cellular,29,246,1,226,3,failure,no
45,technician,married,secondary,no,44,yes,no,unknown,5,95,4,-1,0,unknown,no
30,blue-collar,married,primary,no,123,yes,no,cellular,15,55,4,-1,0,unknown,no
53,services,married,secondary,no,24,yes,no,cellular,24,209,1,-1,0,unknown,no
27,technician,single,secondary,no,927,no,no,cellular,6,261,1,-1,0,unknown,no
50,management,married,tertiary,yes,161,no,yes,cellular,18,642,1,-1,0,unknown,no
59,retired,married,primary,no,4949,no,yes,unknown,12,168,8,-1,0,unknown,no
36,admin.,single,secondary,no,20,yes,no,unknown,6,186,1,-1,0,unknown,no
43,management,married,secondary,yes,16,no,no,cellular,2,154,2,-1,0,unknown,no
33,blue-collar,married,primary,no,-132,yes,yes,cellular,18,170,6,-1,0,unknown,no
27,technician,single,secondary,no,1235,no,no,cellular,3,191,1,-1,0,unknown,no
49,services,married,secondary,no,202,yes,no,cellular,17,651,2,104,1,failure,yes
33,unknown,single,unknown,no,1,no,no,unknown,5,198,1,-1,0,unknown,no
34,management,divorced,tertiary,no,2466,no,no,cellular,2,143,1,281,5,other,no
31,services,single,secondary,no,864,yes,no,cellular,6,100,1,-1,0,unknown,no
54,housemaid,divorced,tertiary,no,1241,no,no,unknown,20,17,5,-1,0,unknown,no
46,technician,divorced,secondary,no,-154,yes,no,cellular,17,158,1,-1,0,unknown,no
41,admin.,single,secondary,no,0,no,no,telephone,25,286,2,-1,0,unknown,no
50,services,married,primary,no,5024,yes,yes,cellular,7,661,1,267,11,other,yes
54,admin.,single,secondary,no,1958,no,no,telephone,29,179,1,206,6,failure,no
33,admin.,single,tertiary,no,1,yes,no,cellular,8,56,1,-1,0,unknown,no
59,retired,married,primary,no,363,no,no,cellular,30,400,1,-1,0,unknown,yes
31,blue-collar,married,secondary,no,1599,yes,no,unknown,21,49,1,-1,0,unknown,no
37,blue-collar,married,primary,no,5643,yes,no,unknown,21,295,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,285,yes,yes,unknown,6,209,1,-1,0,unknown,no
58,entrepreneur,married,tertiary,no,776,yes,no,telephone,9,990,1,-1,0,unknown,yes
35,blue-collar,married,secondary,no,1615,yes,no,cellular,7,1051,2,-1,0,unknown,no
27,admin.,single,tertiary,no,313,no,yes,cellular,3,167,1,93,3,success,no
55,services,married,secondary,no,2120,no,no,cellular,11,236,3,-1,0,unknown,no
61,unknown,married,tertiary,no,50,no,no,unknown,19,216,2,-1,0,unknown,no
30,services,single,secondary,no,438,yes,no,cellular,18,98,1,178,1,failure,no
29,management,married,tertiary,no,20,yes,no,cellular,12,418,1,-1,0,unknown,no
38,services,married,secondary,no,309,no,no,unknown,12,160,2,-1,0,unknown,no
33,technician,married,tertiary,no,1699,no,no,cellular,4,600,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,242,yes,no,cellular,4,139,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,814,yes,no,cellular,4,306,1,-1,0,unknown,no
25,services,single,secondary,no,5533,yes,no,cellular,28,50,4,-1,0,unknown,no
48,services,married,secondary,no,22,no,no,cellular,2,429,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,114,yes,no,cellular,6,500,1,-1,0,unknown,no
37,services,divorced,secondary,no,135,no,no,cellular,10,460,1,-1,0,unknown,no
37,management,married,tertiary,no,4039,no,yes,cellular,25,106,2,-1,0,unknown,no
36,admin.,single,tertiary,no,2622,no,no,cellular,19,640,1,127,5,failure,no
46,housemaid,single,tertiary,no,3232,no,no,telephone,15,94,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,2596,no,no,unknown,18,60,6,-1,0,unknown,no
37,admin.,married,secondary,no,99,yes,no,unknown,29,113,2,-1,0,unknown,no
34,management,single,tertiary,no,1049,yes,no,cellular,11,55,1,-1,0,unknown,no
30,management,single,tertiary,no,9634,no,no,cellular,21,402,4,101,5,failure,no
31,admin.,married,secondary,no,728,yes,yes,unknown,28,104,4,-1,0,unknown,no
47,services,married,secondary,no,459,no,no,cellular,19,599,3,-1,0,unknown,no
34,management,married,tertiary,no,0,yes,no,cellular,7,262,1,99,2,success,yes
33,technician,married,tertiary,no,5641,no,no,cellular,18,168,2,-1,0,unknown,no
35,management,divorced,tertiary,no,146,no,no,cellular,20,392,2,106,2,success,no
51,technician,married,secondary,no,2937,no,no,telephone,21,30,3,-1,0,unknown,no
28,entrepreneur,single,tertiary,no,135,yes,no,unknown,21,195,1,-1,0,unknown,no
57,management,married,secondary,no,0,yes,no,cellular,24,725,2,-1,0,unknown,no
44,admin.,married,secondary,no,266,yes,no,cellular,17,294,2,-1,0,unknown,no
32,blue-collar,married,primary,no,-94,yes,yes,cellular,11,308,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1419,yes,no,cellular,13,9,12,349,1,other,no
32,services,married,secondary,no,983,yes,no,cellular,10,121,1,-1,0,unknown,no
29,technician,single,tertiary,no,865,no,no,cellular,17,248,3,243,1,failure,no
26,entrepreneur,single,secondary,no,101,yes,no,unknown,13,723,1,-1,0,unknown,no
40,technician,married,secondary,no,286,no,no,cellular,30,106,4,-1,0,unknown,no
26,technician,single,tertiary,no,252,yes,no,cellular,29,187,1,-1,0,unknown,no
24,admin.,married,secondary,no,-94,yes,no,cellular,15,217,1,-1,0,unknown,no
58,management,married,tertiary,no,0,no,no,telephone,31,27,16,-1,0,unknown,no
38,housemaid,married,primary,yes,0,no,no,cellular,25,267,1,-1,0,unknown,no
38,management,married,tertiary,no,1199,no,no,cellular,4,178,1,1,1,success,yes
34,management,married,tertiary,no,101,no,no,cellular,8,472,2,-1,0,unknown,no
71,retired,married,tertiary,no,4388,no,no,cellular,8,896,2,-1,0,unknown,yes
37,unemployed,single,secondary,no,381,yes,no,unknown,8,985,2,-1,0,unknown,yes
55,management,divorced,tertiary,no,552,no,no,unknown,7,241,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,293,yes,no,cellular,17,1017,1,325,1,other,yes
42,blue-collar,divorced,primary,yes,78,yes,no,cellular,7,227,2,-1,0,unknown,no
73,retired,divorced,secondary,no,1092,no,no,cellular,7,390,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,178,yes,no,unknown,20,747,5,-1,0,unknown,no
28,services,married,primary,no,3,yes,no,cellular,14,9,1,-1,0,unknown,no
39,unemployed,married,tertiary,no,11787,no,no,unknown,16,104,4,-1,0,unknown,no
61,unemployed,married,primary,no,1,no,no,cellular,25,85,1,-1,0,unknown,no
38,admin.,married,secondary,no,1559,no,no,cellular,3,136,2,280,1,failure,yes
46,technician,divorced,secondary,no,-205,yes,no,unknown,2,126,1,-1,0,unknown,no
39,admin.,single,unknown,no,0,yes,no,cellular,11,62,1,-1,0,unknown,no
35,unemployed,married,secondary,no,977,yes,no,cellular,4,52,4,91,1,other,no
40,self-employed,single,tertiary,no,10346,no,no,cellular,15,491,2,207,1,other,yes
40,technician,married,secondary,no,26,yes,no,unknown,16,230,3,-1,0,unknown,no
41,admin.,married,secondary,no,158,yes,no,cellular,1,250,2,120,4,other,no
53,services,married,secondary,no,0,yes,no,cellular,17,187,1,-1,0,unknown,no
52,blue-collar,married,primary,no,863,no,no,cellular,8,224,2,170,3,failure,no
53,unemployed,married,secondary,no,0,yes,no,unknown,12,313,1,-1,0,unknown,no
25,services,single,tertiary,no,12,no,no,cellular,12,126,6,-1,0,unknown,yes
28,admin.,single,tertiary,no,14,no,no,cellular,1,201,1,-1,0,unknown,no
55,technician,married,secondary,no,2760,yes,no,unknown,30,267,14,-1,0,unknown,no
47,management,married,tertiary,no,3681,no,no,cellular,14,101,2,-1,0,unknown,no
53,management,married,tertiary,no,1945,no,no,cellular,21,22,4,106,7,failure,no
26,technician,single,secondary,no,3244,no,no,cellular,28,390,1,-1,0,unknown,no
58,management,married,secondary,no,2155,no,yes,cellular,11,248,2,182,7,success,yes
35,management,married,tertiary,no,22569,yes,no,cellular,21,72,4,-1,0,unknown,no
46,housemaid,married,primary,no,0,no,no,telephone,2,161,1,-1,0,unknown,no
25,services,married,secondary,no,-282,yes,yes,cellular,25,198,1,-1,0,unknown,no
26,admin.,single,secondary,no,1327,no,no,cellular,30,104,1,31,4,failure,no
42,services,divorced,secondary,no,108,no,no,cellular,25,360,13,-1,0,unknown,no
33,technician,single,secondary,no,296,yes,no,unknown,21,226,1,-1,0,unknown,no
35,services,single,secondary,no,2223,no,no,cellular,17,499,3,-1,0,unknown,no
31,blue-collar,single,secondary,no,-78,yes,yes,unknown,23,198,2,-1,0,unknown,no
55,retired,married,secondary,no,168,no,no,cellular,19,79,2,-1,0,unknown,no
64,retired,married,unknown,no,2923,no,no,cellular,12,120,1,-1,0,unknown,no
68,unknown,married,unknown,no,4092,no,no,telephone,11,329,1,-1,0,unknown,no
46,management,married,tertiary,no,0,yes,no,cellular,1,87,2,-1,0,unknown,no
44,services,married,secondary,no,179,yes,no,unknown,20,75,3,-1,0,unknown,no
46,self-employed,married,tertiary,no,-80,yes,no,unknown,12,112,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,93,no,no,telephone,9,211,5,-1,0,unknown,no
39,technician,married,secondary,no,0,yes,no,cellular,23,622,1,184,1,success,no
58,blue-collar,married,unknown,no,807,yes,no,cellular,7,57,1,366,2,failure,no
47,blue-collar,married,primary,no,145,no,no,unknown,17,255,1,-1,0,unknown,no
37,management,divorced,secondary,no,1287,yes,no,cellular,14,432,1,-1,0,unknown,no
40,entrepreneur,married,tertiary,yes,0,no,no,unknown,19,952,4,-1,0,unknown,yes
37,management,married,tertiary,no,410,no,no,cellular,29,337,2,-1,0,unknown,no
39,technician,divorced,secondary,no,511,no,yes,cellular,23,148,1,-1,0,unknown,no
33,management,single,tertiary,no,2294,yes,no,cellular,18,81,1,178,1,other,no
35,self-employed,married,tertiary,no,7990,yes,no,cellular,4,357,1,-1,0,unknown,no
54,technician,married,tertiary,no,876,no,no,cellular,27,269,3,541,3,success,yes
36,technician,married,tertiary,no,99,yes,yes,cellular,17,57,1,-1,0,unknown,no
59,entrepreneur,married,primary,no,0,no,no,unknown,19,239,1,-1,0,unknown,no
32,technician,single,secondary,no,0,yes,no,unknown,5,136,1,-1,0,unknown,no
50,management,married,tertiary,no,101,yes,no,unknown,15,348,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,5210,yes,yes,unknown,30,123,4,-1,0,unknown,no
34,technician,single,secondary,no,692,yes,no,unknown,20,254,1,-1,0,unknown,no
29,technician,single,secondary,no,247,yes,no,unknown,8,134,1,-1,0,unknown,no
37,technician,single,secondary,no,133,yes,no,cellular,24,576,2,-1,0,unknown,no
31,services,married,primary,no,-732,yes,no,unknown,8,6,2,-1,0,unknown,no
43,management,married,primary,no,88,no,yes,cellular,6,210,1,-1,0,unknown,no
50,technician,married,tertiary,no,2611,no,no,cellular,12,177,1,387,2,success,no
39,technician,single,tertiary,no,285,no,no,cellular,19,284,2,-1,0,unknown,no
56,blue-collar,married,primary,no,206,no,no,unknown,5,315,1,-1,0,unknown,no
42,admin.,married,secondary,no,16517,no,no,cellular,15,549,5,203,4,failure,no
40,management,divorced,tertiary,no,502,yes,no,cellular,3,267,4,270,3,other,no
44,technician,divorced,secondary,no,976,yes,no,unknown,14,302,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,1023,yes,no,unknown,21,150,3,-1,0,unknown,no
30,technician,single,secondary,no,-754,yes,yes,unknown,26,974,1,-1,0,unknown,no
33,technician,single,secondary,no,234,no,no,cellular,1,176,1,370,2,failure,no
52,admin.,married,tertiary,no,17,no,no,cellular,21,97,4,-1,0,unknown,no
51,housemaid,married,secondary,no,1752,no,yes,cellular,21,335,8,-1,0,unknown,no
52,management,divorced,tertiary,no,0,no,no,cellular,27,153,4,-1,0,unknown,no
54,technician,divorced,secondary,no,1663,yes,no,telephone,20,41,1,150,9,other,no
42,management,married,secondary,no,43,yes,no,unknown,14,735,8,-1,0,unknown,no
55,management,divorced,tertiary,no,407,yes,yes,cellular,25,65,8,-1,0,unknown,no
30,technician,married,secondary,no,418,yes,no,unknown,3,112,1,-1,0,unknown,no
52,management,married,tertiary,no,-1112,yes,no,cellular,9,94,1,-1,0,unknown,no
43,technician,single,unknown,no,11115,no,no,cellular,23,476,1,74,2,success,yes
44,technician,married,secondary,no,533,no,no,unknown,5,74,1,-1,0,unknown,no
42,entrepreneur,married,secondary,no,-480,yes,yes,unknown,2,351,6,-1,0,unknown,no
35,admin.,divorced,secondary,no,1803,no,no,cellular,28,61,2,-1,0,unknown,no
41,management,married,tertiary,no,1559,no,no,cellular,28,74,7,-1,0,unknown,no
35,management,single,tertiary,no,1531,yes,no,cellular,19,127,1,-1,0,unknown,no
48,unemployed,married,primary,no,5462,no,no,unknown,6,29,4,-1,0,unknown,no
32,management,married,tertiary,no,132,yes,no,unknown,30,565,2,-1,0,unknown,no
55,unemployed,married,secondary,no,3982,no,no,cellular,30,89,1,-1,0,unknown,no
61,technician,divorced,secondary,no,6481,no,no,cellular,19,131,1,-1,0,unknown,yes
31,technician,single,secondary,no,53,yes,yes,cellular,6,530,1,-1,0,unknown,yes
32,technician,single,secondary,no,-398,no,yes,cellular,7,387,2,-1,0,unknown,no
27,services,married,secondary,no,0,yes,no,unknown,15,312,6,-1,0,unknown,no
56,management,married,primary,no,7747,no,no,unknown,5,103,2,-1,0,unknown,no
35,services,married,secondary,no,1279,yes,no,unknown,16,114,5,-1,0,unknown,no
36,admin.,married,tertiary,no,586,yes,no,cellular,28,126,1,-1,0,unknown,no
56,retired,married,secondary,no,753,no,yes,cellular,6,314,6,-1,0,unknown,no
41,technician,single,tertiary,no,431,no,no,cellular,22,133,1,107,2,success,yes
50,blue-collar,divorced,primary,no,134,no,no,unknown,8,263,2,-1,0,unknown,no
47,management,single,tertiary,no,8106,no,no,cellular,29,340,3,-1,0,unknown,no
57,technician,divorced,tertiary,no,114,no,no,cellular,19,281,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,1429,yes,no,unknown,29,187,3,-1,0,unknown,no
27,self-employed,single,tertiary,no,5214,yes,no,unknown,28,94,1,-1,0,unknown,no
35,technician,married,secondary,no,0,yes,no,telephone,14,167,4,-1,0,unknown,no
72,retired,divorced,tertiary,no,402,no,no,cellular,12,194,3,-1,0,unknown,no
27,management,married,tertiary,no,9630,yes,no,cellular,25,190,4,-1,0,unknown,no
34,blue-collar,single,secondary,no,1239,yes,no,cellular,18,90,1,-1,0,unknown,no
55,self-employed,married,secondary,no,12159,yes,no,cellular,20,142,2,174,2,failure,no
41,technician,married,tertiary,no,-210,yes,yes,unknown,23,210,1,-1,0,unknown,no
39,management,married,tertiary,no,5495,yes,no,cellular,19,391,6,-1,0,unknown,no
35,blue-collar,married,secondary,no,21,yes,no,cellular,8,663,2,-1,0,unknown,no
59,management,married,tertiary,no,0,yes,no,telephone,11,189,1,-1,0,unknown,no
46,self-employed,married,primary,no,3262,no,no,cellular,14,77,8,-1,0,unknown,no
57,blue-collar,married,secondary,no,0,yes,no,cellular,14,125,5,-1,0,unknown,no
37,technician,married,secondary,no,-254,yes,yes,cellular,6,121,3,254,2,failure,no
39,technician,married,tertiary,no,-1099,yes,no,cellular,30,56,9,-1,0,unknown,no
59,retired,married,secondary,no,5678,yes,no,unknown,14,238,2,-1,0,unknown,no
37,unemployed,married,primary,no,236,yes,no,cellular,4,101,1,-1,0,unknown,no
48,management,married,unknown,no,7861,no,no,cellular,20,380,1,-1,0,unknown,no
45,housemaid,married,tertiary,no,143,no,no,unknown,18,83,1,-1,0,unknown,no
44,admin.,married,secondary,no,345,yes,no,telephone,16,208,8,-1,0,unknown,no
40,self-employed,single,tertiary,no,1616,no,no,telephone,28,1009,7,-1,0,unknown,yes
29,management,single,tertiary,no,2344,yes,no,cellular,9,265,2,-1,0,unknown,no
37,self-employed,single,tertiary,no,2087,no,no,unknown,18,167,1,-1,0,unknown,no
32,technician,married,tertiary,no,1503,yes,yes,cellular,13,44,1,278,2,failure,no
34,blue-collar,married,secondary,no,10,yes,yes,cellular,11,196,2,356,1,failure,no
41,services,married,secondary,no,33,yes,yes,unknown,27,82,1,-1,0,unknown,no
32,entrepreneur,married,primary,no,795,no,no,cellular,8,131,3,-1,0,unknown,no
56,management,married,tertiary,no,0,no,no,cellular,19,844,2,-1,0,unknown,no
50,services,divorced,secondary,no,145,yes,no,unknown,8,170,1,-1,0,unknown,no
50,management,married,tertiary,no,24,no,no,cellular,20,157,1,-1,0,unknown,no
